day,strategy_name,interval,total,success,fail
2023-03-08,海龟均线,4,7,0,7
2023-03-08,海龟均线,5,7,1,6
2023-03-08,海龟均线,6,7,3,4
2023-03-08,海龟均线,7,7,3,4
2023-03-08,海龟均线,8,7,2,5
2023-03-08,海龟均线,9,7,2,5
2023-03-08,海龟突破,1,17,2,14
2023-03-08,海龟突破,2,17,1,16
2023-03-08,海龟突破,3,17,2,15
2023-03-08,海龟突破,4,17,2,13
2023-03-08,海龟突破,5,17,3,13
2023-03-08,海龟突破,6,17,3,14
2023-03-08,海龟突破,7,17,3,14
2023-03-08,海龟突破,8,17,3,13
2023-03-08,海龟突破,9,17,2,13
2023-03-08,均线突破,1,3,0,3
2023-03-08,均线突破,2,3,0,3
2023-03-08,均线突破,3,3,0,3
2023-03-08,均线突破,4,3,0,3
2023-03-08,均线突破,5,3,0,3
2023-03-08,均线突破,6,3,0,3
2023-03-08,均线突破,7,3,0,3
2023-03-08,均线突破,8,3,0,3
2023-03-08,均线突破,9,3,0,3
2023-03-08,海龟均线突破,1,3,0,3
2023-03-08,海龟均线突破,2,3,0,3
2023-03-08,海龟均线突破,3,3,0,3
2023-03-08,海龟均线突破,4,3,0,3
2023-03-08,海龟均线突破,5,3,0,3
2023-03-08,海龟均线突破,6,3,0,3
2023-03-08,海龟均线突破,7,3,0,3
2023-03-08,海龟均线突破,8,3,0,3
2023-03-08,海龟均线突破,9,3,0,3
2023-03-09,海龟放量,1,18,4,13
2023-03-09,海龟放量,2,18,2,12
2023-03-09,海龟放量,3,18,6,10
2023-03-09,海龟放量,4,18,6,10
2023-03-09,海龟放量,5,18,5,12
2023-03-09,海龟放量,6,18,7,9
2023-03-09,海龟放量,7,18,6,10
2023-03-09,海龟放量,8,18,7,11
2023-03-09,海龟放量,9,18,6,11
2023-03-09,海龟均线,1,11,0,11
2023-03-09,海龟均线,2,11,1,10
2023-03-09,海龟均线,3,11,1,9
2023-03-09,海龟均线,4,11,1,9
2023-03-09,海龟均线,5,11,1,10
2023-03-09,海龟均线,6,11,1,10
2023-03-09,海龟均线,7,11,0,10
2023-03-09,海龟均线,8,11,0,11
2023-03-09,海龟均线,9,11,1,10
2023-03-09,海龟突破,1,33,2,28
2023-03-09,海龟突破,2,33,5,26
2023-03-09,海龟突破,3,33,12,18
2023-03-09,海龟突破,4,33,13,17
2023-03-09,海龟突破,5,33,11,19
2023-03-09,海龟突破,6,33,13,16
2023-03-09,海龟突破,7,33,13,17
2023-03-09,海龟突破,8,33,14,16
2023-03-09,海龟突破,9,33,11,18
2023-03-09,均线突破,1,11,1,8
2023-03-09,均线突破,2,11,1,8
2023-03-09,均线突破,3,11,2,6
2023-03-09,均线突破,4,11,4,5
2023-03-09,均线突破,5,11,5,5
2023-03-09,均线突破,6,11,6,4
2023-03-09,均线突破,7,11,5,5
2023-03-09,均线突破,8,11,5,5
2023-03-09,均线突破,9,11,4,5
2023-03-09,海龟均线突破,1,9,1,7
2023-03-09,海龟均线突破,2,9,1,7
2023-03-09,海龟均线突破,3,9,2,5
2023-03-09,海龟均线突破,4,9,4,4
2023-03-09,海龟均线突破,5,9,4,4
2023-03-09,海龟均线突破,6,9,5,3
2023-03-09,海龟均线突破,7,9,5,4
2023-03-09,海龟均线突破,8,9,5,4
2023-03-09,海龟均线突破,9,9,4,4
2023-03-10,海龟放量,1,16,0,14
2023-03-10,海龟放量,2,16,2,14
2023-03-10,海龟放量,3,16,2,12
2023-03-10,海龟放量,4,16,0,15
2023-03-10,海龟放量,5,16,1,13
2023-03-10,海龟放量,6,16,3,13
2023-03-10,海龟放量,7,16,3,11
2023-03-10,海龟放量,8,16,3,12
2023-03-10,海龟放量,9,6,0,6
2023-03-10,海龟均线,1,12,4,7
2023-03-10,海龟均线,2,12,4,8
2023-03-10,海龟均线,3,12,4,7
2023-03-10,海龟均线,4,12,3,8
2023-03-10,海龟均线,5,12,3,8
2023-03-10,海龟均线,6,12,2,10
2023-03-10,海龟均线,7,12,2,10
2023-03-10,海龟均线,8,12,2,9
2023-03-10,海龟均线,9,4,0,4
2023-03-10,海龟突破,1,29,5,15
2023-03-10,海龟突破,2,29,10,12
2023-03-10,海龟突破,3,29,10,14
2023-03-10,海龟突破,4,29,8,17
2023-03-10,海龟突破,5,29,10,17
2023-03-10,海龟突破,6,29,9,16
2023-03-10,海龟突破,7,29,9,14
2023-03-10,海龟突破,8,29,9,16
2023-03-10,海龟突破,9,7,0,7
2023-03-10,均线突破,1,8,1,6
2023-03-10,均线突破,2,8,2,6
2023-03-10,均线突破,3,8,2,6
2023-03-10,均线突破,4,8,1,6
2023-03-10,均线突破,5,8,2,6
2023-03-10,均线突破,6,8,2,6
2023-03-10,均线突破,7,8,2,5
2023-03-10,均线突破,8,8,2,6
2023-03-10,均线突破,9,3,0,3
2023-03-10,海龟均线突破,1,7,0,6
2023-03-10,海龟均线突破,2,7,1,6
2023-03-10,海龟均线突破,3,7,1,6
2023-03-10,海龟均线突破,4,7,0,6
2023-03-10,海龟均线突破,5,7,1,6
2023-03-10,海龟均线突破,6,7,1,6
2023-03-10,海龟均线突破,7,7,1,5
2023-03-10,海龟均线突破,8,7,1,6
2023-03-10,海龟均线突破,9,3,0,3
2023-03-11,海龟放量,1,16,0,16
2023-03-11,海龟放量,2,16,0,16
2023-03-11,海龟放量,3,16,0,16
2023-03-11,海龟放量,4,16,0,16
2023-03-11,海龟放量,5,16,0,16
2023-03-11,海龟放量,6,16,0,16
2023-03-11,海龟放量,7,16,0,16
2023-03-11,海龟放量,8,16,0,16
2023-03-11,海龟放量,9,16,0,16
2023-03-11,海龟均线,1,12,0,12
2023-03-11,海龟均线,2,12,0,12
2023-03-11,海龟均线,3,12,0,12
2023-03-11,海龟均线,4,12,0,12
2023-03-11,海龟均线,5,12,0,12
2023-03-11,海龟均线,6,12,0,12
2023-03-11,海龟均线,7,12,0,12
2023-03-11,海龟均线,8,12,0,12
2023-03-11,海龟均线,9,12,0,12
2023-03-11,海龟突破,1,29,0,29
2023-03-11,海龟突破,2,29,0,29
2023-03-11,海龟突破,3,29,0,29
2023-03-11,海龟突破,4,29,0,29
2023-03-11,海龟突破,5,29,0,29
2023-03-11,海龟突破,6,29,0,29
2023-03-11,海龟突破,7,29,0,29
2023-03-11,海龟突破,8,29,0,29
2023-03-11,海龟突破,9,29,0,29
2023-03-11,均线突破,1,8,0,8
2023-03-11,均线突破,2,8,0,8
2023-03-11,均线突破,3,8,0,8
2023-03-11,均线突破,4,8,0,8
2023-03-11,均线突破,5,8,0,8
2023-03-11,均线突破,6,8,0,8
2023-03-11,均线突破,7,8,0,8
2023-03-11,均线突破,8,8,0,8
2023-03-11,均线突破,9,8,0,8
2023-03-11,海龟均线突破,1,7,0,7
2023-03-11,海龟均线突破,2,7,0,7
2023-03-11,海龟均线突破,3,7,0,7
2023-03-11,海龟均线突破,4,7,0,7
2023-03-11,海龟均线突破,5,7,0,7
2023-03-11,海龟均线突破,6,7,0,7
2023-03-11,海龟均线突破,7,7,0,7
2023-03-11,海龟均线突破,8,7,0,7
2023-03-11,海龟均线突破,9,7,0,7
2023-03-12,海龟放量,1,16,0,16
2023-03-12,海龟放量,2,16,0,16
2023-03-12,海龟放量,3,16,0,16
2023-03-12,海龟放量,4,16,0,16
2023-03-12,海龟放量,5,16,0,16
2023-03-12,海龟放量,6,16,0,16
2023-03-12,海龟放量,7,16,0,16
2023-03-12,海龟放量,8,16,0,16
2023-03-12,海龟放量,9,16,0,16
2023-03-12,海龟均线,1,12,0,12
2023-03-12,海龟均线,2,12,0,12
2023-03-12,海龟均线,3,12,0,12
2023-03-12,海龟均线,4,12,0,12
2023-03-12,海龟均线,5,12,0,12
2023-03-12,海龟均线,6,12,0,12
2023-03-12,海龟均线,7,12,0,12
2023-03-12,海龟均线,8,12,0,12
2023-03-12,海龟均线,9,12,0,12
2023-03-12,海龟突破,1,29,0,29
2023-03-12,海龟突破,2,29,0,29
2023-03-12,海龟突破,3,29,0,29
2023-03-12,海龟突破,4,29,0,29
2023-03-12,海龟突破,5,29,0,29
2023-03-12,海龟突破,6,29,0,29
2023-03-12,海龟突破,7,29,0,29
2023-03-12,海龟突破,8,29,0,29
2023-03-12,海龟突破,9,29,0,29
2023-03-12,均线突破,1,8,0,8
2023-03-12,均线突破,2,8,0,8
2023-03-12,均线突破,3,8,0,8
2023-03-12,均线突破,4,8,0,8
2023-03-12,均线突破,5,8,0,8
2023-03-12,均线突破,6,8,0,8
2023-03-12,均线突破,7,8,0,8
2023-03-12,均线突破,8,8,0,8
2023-03-12,均线突破,9,8,0,8
2023-03-12,海龟均线突破,1,7,0,7
2023-03-12,海龟均线突破,2,7,0,7
2023-03-12,海龟均线突破,3,7,0,7
2023-03-12,海龟均线突破,4,7,0,7
2023-03-12,海龟均线突破,5,7,0,7
2023-03-12,海龟均线突破,6,7,0,7
2023-03-12,海龟均线突破,7,7,0,7
2023-03-12,海龟均线突破,8,7,0,7
2023-03-12,海龟均线突破,9,7,0,7
2023-03-13,海龟放量,1,10,2,8
2023-03-13,海龟放量,2,10,0,7
2023-03-13,海龟放量,3,10,1,8
2023-03-13,海龟放量,4,10,2,7
2023-03-13,海龟放量,5,10,1,8
2023-03-13,海龟放量,6,10,1,8
2023-03-13,海龟放量,7,10,1,9
2023-03-13,海龟放量,8,2,0,2
2023-03-13,海龟放量,9,2,0,2
2023-03-13,海龟均线,1,22,3,16
2023-03-13,海龟均线,2,22,5,11
2023-03-13,海龟均线,3,22,4,17
2023-03-13,海龟均线,4,22,7,12
2023-03-13,海龟均线,5,22,5,16
2023-03-13,海龟均线,6,22,3,16
2023-03-13,海龟均线,7,22,5,15
2023-03-13,海龟均线,8,4,0,4
2023-03-13,海龟均线,9,4,0,4
2023-03-13,海龟突破,1,32,7,23
2023-03-13,海龟突破,2,32,3,23
2023-03-13,海龟突破,3,32,5,24
2023-03-13,海龟突破,4,32,8,17
2023-03-13,海龟突破,5,32,8,19
2023-03-13,海龟突破,6,32,9,18
2023-03-13,海龟突破,7,32,8,21
2023-03-13,海龟突破,8,6,0,6
2023-03-13,海龟突破,9,6,0,6
2023-03-13,均线突破,1,10,1,9
2023-03-13,均线突破,2,10,1,7
2023-03-13,均线突破,3,10,1,7
2023-03-13,均线突破,4,10,2,7
2023-03-13,均线突破,5,10,1,8
2023-03-13,均线突破,6,10,1,8
2023-03-13,均线突破,7,10,1,9
2023-03-13,均线突破,8,2,0,2
2023-03-13,均线突破,9,2,0,2
2023-03-13,海龟均线突破,1,7,1,6
2023-03-13,海龟均线突破,2,7,0,5
2023-03-13,海龟均线突破,3,7,1,5
2023-03-13,海龟均线突破,4,7,2,4
2023-03-13,海龟均线突破,5,7,1,5
2023-03-13,海龟均线突破,6,7,1,5
2023-03-13,海龟均线突破,7,7,1,6
2023-03-13,海龟均线突破,8,1,0,1
2023-03-13,海龟均线突破,9,1,0,1
2023-03-14,海龟放量,1,13,1,12
2023-03-14,海龟放量,2,13,1,11
2023-03-14,海龟放量,3,13,3,9
2023-03-14,海龟放量,4,13,3,9
2023-03-14,海龟放量,5,13,2,9
2023-03-14,海龟放量,6,13,3,10
2023-03-14,海龟放量,7,5,0,5
2023-03-14,海龟放量,8,5,0,5
2023-03-14,海龟放量,9,5,0,5
2023-03-14,海龟均线,1,29,6,20
2023-03-14,海龟均线,2,29,7,22
2023-03-14,海龟均线,3,29,9,17
2023-03-14,海龟均线,4,29,9,19
2023-03-14,海龟均线,5,29,8,21
2023-03-14,海龟均线,6,29,8,20
2023-03-14,海龟均线,7,9,0,9
2023-03-14,海龟均线,8,9,0,9
2023-03-14,海龟均线,9,9,0,9
2023-03-14,海龟突破,1,35,3,29
2023-03-14,海龟突破,2,35,6,26
2023-03-14,海龟突破,3,35,11,18
2023-03-14,海龟突破,4,35,8,23
2023-03-14,海龟突破,5,35,8,20
2023-03-14,海龟突破,6,35,9,22
2023-03-14,海龟突破,7,8,0,8
2023-03-14,海龟突破,8,8,0,8
2023-03-14,海龟突破,9,8,0,8
2023-03-14,均线突破,1,7,1,6
2023-03-14,均线突破,2,7,0,6
2023-03-14,均线突破,3,7,1,5
2023-03-14,均线突破,4,7,2,5
2023-03-14,均线突破,5,7,1,4
2023-03-14,均线突破,6,7,2,5
2023-03-14,均线突破,7,2,0,2
2023-03-14,均线突破,8,2,0,2
2023-03-14,均线突破,9,2,0,2
2023-03-14,海龟均线突破,1,6,1,5
2023-03-14,海龟均线突破,2,6,0,5
2023-03-14,海龟均线突破,3,6,1,4
2023-03-14,海龟均线突破,4,6,2,4
2023-03-14,海龟均线突破,5,6,1,3
2023-03-14,海龟均线突破,6,6,2,4
2023-03-14,海龟均线突破,7,1,0,1
2023-03-14,海龟均线突破,8,1,0,1
2023-03-14,海龟均线突破,9,1,0,1
2023-03-15,海龟放量,1,12,2,8
2023-03-15,海龟放量,2,12,3,6
2023-03-15,海龟放量,3,12,3,7
2023-03-15,海龟放量,4,12,3,7
2023-03-15,海龟放量,5,12,3,8
2023-03-15,海龟放量,6,5,0,5
2023-03-15,海龟放量,7,5,0,5
2023-03-15,海龟放量,8,5,0,5
2023-03-15,海龟放量,9,5,0,5
2023-03-15,海龟均线,1,29,6,18
2023-03-15,海龟均线,2,29,13,13
2023-03-15,海龟均线,3,29,9,17
2023-03-15,海龟均线,4,29,8,18
2023-03-15,海龟均线,5,29,7,18
2023-03-15,海龟均线,6,8,0,8
2023-03-15,海龟均线,7,8,0,8
2023-03-15,海龟均线,8,8,0,8
2023-03-15,海龟均线,9,8,0,8
2023-03-15,海龟突破,1,40,4,29
2023-03-15,海龟突破,2,40,7,26
2023-03-15,海龟突破,3,40,8,27
2023-03-15,海龟突破,4,40,8,28
2023-03-15,海龟突破,5,40,8,30
2023-03-15,海龟突破,6,13,0,13
2023-03-15,海龟突破,7,13,0,13
2023-03-15,海龟突破,8,13,0,13
2023-03-15,海龟突破,9,13,0,13
2023-03-15,均线突破,1,10,0,7
2023-03-15,均线突破,2,10,2,6
2023-03-15,均线突破,3,10,2,7
2023-03-15,均线突破,4,10,2,8
2023-03-15,均线突破,5,10,2,8
2023-03-15,均线突破,6,5,0,5
2023-03-15,均线突破,7,5,0,5
2023-03-15,均线突破,8,5,0,5
2023-03-15,均线突破,9,5,0,5
2023-03-15,海龟均线突破,1,8,0,6
2023-03-15,海龟均线突破,2,8,2,5
2023-03-15,海龟均线突破,3,8,2,6
2023-03-15,海龟均线突破,4,8,2,6
2023-03-15,海龟均线突破,5,8,2,6
2023-03-15,海龟均线突破,6,4,0,4
2023-03-15,海龟均线突破,7,4,0,4
2023-03-15,海龟均线突破,8,4,0,4
2023-03-15,海龟均线突破,9,4,0,4
2023-03-16,海龟放量,1,9,1,7
2023-03-16,海龟放量,2,9,1,7
2023-03-16,海龟放量,3,9,0,8
2023-03-16,海龟放量,4,9,0,8
2023-03-16,海龟放量,5,3,0,3
2023-03-16,海龟放量,6,3,0,3
2023-03-16,海龟放量,7,3,0,3
2023-03-16,海龟放量,8,3,0,3
2023-03-16,海龟放量,9,3,0,3
2023-03-16,海龟均线,1,22,4,11
2023-03-16,海龟均线,2,22,8,14
2023-03-16,海龟均线,3,22,5,15
2023-03-16,海龟均线,4,22,6,16
2023-03-16,海龟均线,5,6,0,6
2023-03-16,海龟均线,6,6,0,6
2023-03-16,海龟均线,7,6,0,6
2023-03-16,海龟均线,8,6,0,6
2023-03-16,海龟均线,9,6,0,6
2023-03-16,海龟突破,1,37,10,20
2023-03-16,海龟突破,2,37,10,25
2023-03-16,海龟突破,3,37,8,26
2023-03-16,海龟突破,4,37,7,26
2023-03-16,海龟突破,5,12,0,12
2023-03-16,海龟突破,6,12,0,12
2023-03-16,海龟突破,7,12,0,12
2023-03-16,海龟突破,8,12,0,12
2023-03-16,海龟突破,9,12,0,12
2023-03-16,均线突破,1,8,1,5
2023-03-16,均线突破,2,8,1,6
2023-03-16,均线突破,3,8,1,6
2023-03-16,均线突破,4,8,0,6
2023-03-16,均线突破,5,4,0,4
2023-03-16,均线突破,6,4,0,4
2023-03-16,均线突破,7,4,0,4
2023-03-16,均线突破,8,4,0,4
2023-03-16,均线突破,9,4,0,4
2023-03-16,海龟均线突破,1,5,0,4
2023-03-16,海龟均线突破,2,5,1,4
2023-03-16,海龟均线突破,3,5,0,4
2023-03-16,海龟均线突破,4,5,0,4
2023-03-16,海龟均线突破,5,3,0,3
2023-03-16,海龟均线突破,6,3,0,3
2023-03-16,海龟均线突破,7,3,0,3
2023-03-16,海龟均线突破,8,3,0,3
2023-03-16,海龟均线突破,9,3,0,3
2023-03-17,海龟放量,1,9,1,8
2023-03-17,海龟放量,2,9,1,7
2023-03-17,海龟放量,3,9,1,7
2023-03-17,海龟放量,4,2,0,2
2023-03-17,海龟放量,5,2,0,2
2023-03-17,海龟放量,6,2,0,2
2023-03-17,海龟放量,7,2,0,2
2023-03-17,海龟放量,8,2,0,2
2023-03-17,海龟放量,9,2,0,2
2023-03-17,海龟均线,1,37,7,27
2023-03-17,海龟均线,2,37,7,28
2023-03-17,海龟均线,3,37,9,27
2023-03-17,海龟均线,4,10,0,10
2023-03-17,海龟均线,5,10,0,10
2023-03-17,海龟均线,6,10,0,10
2023-03-17,海龟均线,7,10,0,10
2023-03-17,海龟均线,8,10,0,10
2023-03-17,海龟均线,9,10,0,10
2023-03-17,海龟突破,1,78,11,55
2023-03-17,海龟突破,2,78,10,56
2023-03-17,海龟突破,3,78,12,56
2023-03-17,海龟突破,4,21,0,21
2023-03-17,海龟突破,5,21,0,21
2023-03-17,海龟突破,6,21,0,21
2023-03-17,海龟突破,7,21,0,21
2023-03-17,海龟突破,8,21,0,21
2023-03-17,海龟突破,9,21,0,21
2023-03-17,均线突破,1,4,1,3
2023-03-17,均线突破,2,4,0,3
2023-03-17,均线突破,3,4,0,3
2023-03-17,均线突破,4,1,0,0
2023-03-17,均线突破,5,1,0,0
2023-03-17,均线突破,6,1,0,0
2023-03-17,均线突破,7,1,0,0
2023-03-17,均线突破,8,1,0,0
2023-03-17,均线突破,9,1,0,0
2023-03-17,海龟均线突破,1,4,1,3
2023-03-17,海龟均线突破,2,4,0,3
2023-03-17,海龟均线突破,3,4,0,3
2023-03-17,海龟均线突破,4,1,0,0
2023-03-17,海龟均线突破,5,1,0,0
2023-03-17,海龟均线突破,6,1,0,0
2023-03-17,海龟均线突破,7,1,0,0
2023-03-17,海龟均线突破,8,1,0,0
2023-03-17,海龟均线突破,9,1,0,0
2023-03-18,海龟放量,1,9,0,9
2023-03-18,海龟放量,2,9,0,9
2023-03-18,海龟放量,3,9,0,9
2023-03-18,海龟放量,4,9,0,9
2023-03-18,海龟放量,5,9,0,9
2023-03-18,海龟放量,6,9,0,9
2023-03-18,海龟放量,7,9,0,9
2023-03-18,海龟放量,8,9,0,9
2023-03-18,海龟放量,9,9,0,9
2023-03-18,海龟均线,1,37,0,37
2023-03-18,海龟均线,2,37,0,37
2023-03-18,海龟均线,3,37,0,37
2023-03-18,海龟均线,4,37,0,37
2023-03-18,海龟均线,5,37,0,37
2023-03-18,海龟均线,6,37,0,37
2023-03-18,海龟均线,7,37,0,37
2023-03-18,海龟均线,8,37,0,37
2023-03-18,海龟均线,9,37,0,37
2023-03-18,海龟突破,1,78,0,78
2023-03-18,海龟突破,2,78,0,78
2023-03-18,海龟突破,3,78,0,78
2023-03-18,海龟突破,4,78,0,78
2023-03-18,海龟突破,5,78,0,78
2023-03-18,海龟突破,6,78,0,78
2023-03-18,海龟突破,7,78,0,78
2023-03-18,海龟突破,8,78,0,78
2023-03-18,海龟突破,9,78,0,78
2023-03-18,均线突破,1,4,0,4
2023-03-18,均线突破,2,4,0,4
2023-03-18,均线突破,3,4,0,4
2023-03-18,均线突破,4,4,0,4
2023-03-18,均线突破,5,4,0,4
2023-03-18,均线突破,6,4,0,4
2023-03-18,均线突破,7,4,0,4
2023-03-18,均线突破,8,4,0,4
2023-03-18,均线突破,9,4,0,4
2023-03-18,海龟均线突破,1,4,0,4
2023-03-18,海龟均线突破,2,4,0,4
2023-03-18,海龟均线突破,3,4,0,4
2023-03-18,海龟均线突破,4,4,0,4
2023-03-18,海龟均线突破,5,4,0,4
2023-03-18,海龟均线突破,6,4,0,4
2023-03-18,海龟均线突破,7,4,0,4
2023-03-18,海龟均线突破,8,4,0,4
2023-03-18,海龟均线突破,9,4,0,4
2023-03-19,海龟放量,1,9,0,9
2023-03-19,海龟放量,2,9,0,9
2023-03-19,海龟放量,3,9,0,9
2023-03-19,海龟放量,4,9,0,9
2023-03-19,海龟放量,5,9,0,9
2023-03-19,海龟放量,6,9,0,9
2023-03-19,海龟放量,7,9,0,9
2023-03-19,海龟放量,8,9,0,9
2023-03-19,海龟放量,9,9,0,9
2023-03-19,海龟均线,1,37,0,37
2023-03-19,海龟均线,2,37,0,37
2023-03-19,海龟均线,3,37,0,37
2023-03-19,海龟均线,4,37,0,37
2023-03-19,海龟均线,5,37,0,37
2023-03-19,海龟均线,6,37,0,37
2023-03-19,海龟均线,7,37,0,37
2023-03-19,海龟均线,8,37,0,37
2023-03-19,海龟均线,9,37,0,37
2023-03-19,海龟突破,1,78,0,78
2023-03-19,海龟突破,2,78,0,78
2023-03-19,海龟突破,3,78,0,78
2023-03-19,海龟突破,4,78,0,78
2023-03-19,海龟突破,5,78,0,78
2023-03-19,海龟突破,6,78,0,78
2023-03-19,海龟突破,7,78,0,78
2023-03-19,海龟突破,8,78,0,78
2023-03-19,海龟突破,9,78,0,78
2023-03-19,均线突破,1,4,0,4
2023-03-19,均线突破,2,4,0,4
2023-03-19,均线突破,3,4,0,4
2023-03-19,均线突破,4,4,0,4
2023-03-19,均线突破,5,4,0,4
2023-03-19,均线突破,6,4,0,4
2023-03-19,均线突破,7,4,0,4
2023-03-19,均线突破,8,4,0,4
2023-03-19,均线突破,9,4,0,4
2023-03-19,海龟均线突破,1,4,0,4
2023-03-19,海龟均线突破,2,4,0,4
2023-03-19,海龟均线突破,3,4,0,4
2023-03-19,海龟均线突破,4,4,0,4
2023-03-19,海龟均线突破,5,4,0,4
2023-03-19,海龟均线突破,6,4,0,4
2023-03-19,海龟均线突破,7,4,0,4
2023-03-19,海龟均线突破,8,4,0,4
2023-03-19,海龟均线突破,9,4,0,4
2023-03-20,海龟放量,1,23,5,13
2023-03-20,海龟放量,2,23,7,14
2023-03-20,海龟放量,3,9,0,9
2023-03-20,海龟放量,4,9,0,9
2023-03-20,海龟放量,5,9,0,9
2023-03-20,海龟放量,6,9,0,9
2023-03-20,海龟放量,7,9,0,9
2023-03-20,海龟放量,8,9,0,9
2023-03-20,海龟放量,9,9,0,9
2023-03-20,海龟均线,1,24,5,14
2023-03-20,海龟均线,2,24,8,14
2023-03-20,海龟均线,3,5,0,5
2023-03-20,海龟均线,4,5,0,5
2023-03-20,海龟均线,5,5,0,5
2023-03-20,海龟均线,6,5,0,5
2023-03-20,海龟均线,7,5,0,5
2023-03-20,海龟均线,8,5,0,5
2023-03-20,海龟均线,9,5,0,5
2023-03-20,海龟突破,1,73,12,45
2023-03-20,海龟突破,2,73,15,43
2023-03-20,海龟突破,3,27,0,27
2023-03-20,海龟突破,4,27,0,27
2023-03-20,海龟突破,5,27,0,27
2023-03-20,海龟突破,6,27,0,27
2023-03-20,海龟突破,7,27,0,27
2023-03-20,海龟突破,8,27,0,27
2023-03-20,海龟突破,9,27,0,27
2023-03-20,均线突破,1,9,2,5
2023-03-20,均线突破,2,9,3,4
2023-03-20,均线突破,3,2,0,2
2023-03-20,均线突破,4,2,0,2
2023-03-20,均线突破,5,2,0,2
2023-03-20,均线突破,6,2,0,2
2023-03-20,均线突破,7,2,0,2
2023-03-20,均线突破,8,2,0,2
2023-03-20,均线突破,9,2,0,2
2023-03-20,海龟均线突破,1,9,2,5
2023-03-20,海龟均线突破,2,9,3,4
2023-03-20,海龟均线突破,3,2,0,2
2023-03-20,海龟均线突破,4,2,0,2
2023-03-20,海龟均线突破,5,2,0,2
2023-03-20,海龟均线突破,6,2,0,2
2023-03-20,海龟均线突破,7,2,0,2
2023-03-20,海龟均线突破,8,2,0,2
2023-03-20,海龟均线突破,9,2,0,2
2023-03-21,海龟放量,1,17,1,14
2023-03-21,海龟放量,2,7,0,7
2023-03-21,海龟放量,3,7,0,7
2023-03-21,海龟放量,4,7,0,7
2023-03-21,海龟放量,5,7,0,7
2023-03-21,海龟放量,6,7,0,7
2023-03-21,海龟放量,7,7,0,7
2023-03-21,海龟放量,8,7,0,7
2023-03-21,海龟放量,9,7,0,7
2023-03-21,海龟均线,1,23,2,19
2023-03-21,海龟均线,2,4,0,4
2023-03-21,海龟均线,3,4,0,4
2023-03-21,海龟均线,4,4,0,4
2023-03-21,海龟均线,5,4,0,4
2023-03-21,海龟均线,6,4,0,4
2023-03-21,海龟均线,7,4,0,4
2023-03-21,海龟均线,8,4,0,4
2023-03-21,海龟均线,9,4,0,4
2023-03-21,海龟突破,1,70,8,52
2023-03-21,海龟突破,2,34,0,34
2023-03-21,海龟突破,3,34,0,34
2023-03-21,海龟突破,4,34,0,34
2023-03-21,海龟突破,5,34,0,34
2023-03-21,海龟突破,6,34,0,34
2023-03-21,海龟突破,7,34,0,34
2023-03-21,海龟突破,8,34,0,34
2023-03-21,海龟突破,9,34,0,34
2023-03-21,均线突破,1,10,0,9
2023-03-21,均线突破,2,3,0,3
2023-03-21,均线突破,3,3,0,3
2023-03-21,均线突破,4,3,0,3
2023-03-21,均线突破,5,3,0,3
2023-03-21,均线突破,6,3,0,3
2023-03-21,均线突破,7,3,0,3
2023-03-21,均线突破,8,3,0,3
2023-03-21,均线突破,9,3,0,3
2023-03-21,海龟均线突破,1,8,0,8
2023-03-21,海龟均线突破,2,3,0,3
2023-03-21,海龟均线突破,3,3,0,3
2023-03-21,海龟均线突破,4,3,0,3
2023-03-21,海龟均线突破,5,3,0,3
2023-03-21,海龟均线突破,6,3,0,3
2023-03-21,海龟均线突破,7,3,0,3
2023-03-21,海龟均线突破,8,3,0,3
2023-03-21,海龟均线突破,9,3,0,3
